3.08203125000000000000,1,1024,0.059561,0.000045
3.11328125000000000000,1,2048,0.028311,0.000069
3.15234375000000000000,1,4096,0.010751,0.000117
3.14306640625000000000,1,8192,0.001474,0.000223
3.14184570312500000000,1,16384,0.000253,0.000437
3.14282226562500000000,1,32768,0.001230,0.000837
3.13977050781250000000,1,65536,0.001822,0.001659
3.14678955078125000000,1,131072,0.005197,0.003335
3.13926696777343750000,1,262144,0.002326,0.007011
3.14466857910156250000,1,524288,0.003076,0.013235
3.14133453369140625000,1,1048576,0.000258,0.026336
3.14062500000000000000,2,1024,0.000968,0.000065
3.08203125000000000000,2,2048,0.059561,0.000255
3.15039062500000000000,2,4096,0.008798,0.000485
3.12500000000000000000,2,8192,0.016593,0.001111
3.12792968750000000000,2,16384,0.013663,0.002521
3.13500976562500000000,2,32768,0.006583,0.004156
3.13281250000000000000,2,65536,0.008780,0.006531
3.14648437500000000000,2,131072,0.004892,0.013781
3.14340209960937500000,2,262144,0.001809,0.029125
3.14291381835937500000,2,524288,0.001321,0.041976
3.14269256591796875000,2,1048576,0.001100,0.041800
3.14062500000000000000,4,1024,0.000968,0.000059
3.14062500000000000000,4,2048,0.000968,0.000086
3.10156250000000000000,4,4096,0.040030,0.000113
3.13281250000000000000,4,8192,0.008780,0.000135
3.15917968750000000000,4,16384,0.017587,0.000283
3.14990234375000000000,4,32768,0.008310,0.000632
3.14526367187500000000,4,65536,0.003671,0.001274
3.13732910156250000000,4,131072,0.004264,0.002588
3.13916015625000000000,4,262144,0.002432,0.005860
3.14315795898437500000,4,524288,0.001565,0.010949
3.14047241210937500000,4,1048576,0.001120,0.022078
3.18750000000000000000,8,1024,0.045907,0.000052
3.26562500000000000000,8,2048,0.124032,0.000056
3.01562500000000000000,8,4096,0.125968,0.000113
3.11718750000000000000,8,8192,0.024405,0.000139
3.12695312500000000000,8,16384,0.014640,0.000280
3.13476562500000000000,8,32768,0.006827,0.000471
3.14160156250000000000,8,65536,0.000009,0.001128
3.13989257812500000000,8,131072,0.001700,0.002068
3.13342285156250000000,8,262144,0.008170,0.004366
3.14318847656250000000,8,524288,0.001596,0.008057
3.14553833007812500000,8,1048576,0.003946,0.016127
3.06250000000000000000,16,1024,0.079093,0.000058
3.15625000000000000000,16,2048,0.014657,0.000057
3.20312500000000000000,16,4096,0.061532,0.000097
3.11718750000000000000,16,8192,0.024405,0.000121
3.10546875000000000000,16,16384,0.036124,0.000221
3.12695312500000000000,16,32768,0.014640,0.000434
3.14257812500000000000,16,65536,0.000985,0.000771
3.14501953125000000000,16,131072,0.003427,0.001495
3.13183593750000000000,16,262144,0.009757,0.003033
3.14025878906250000000,16,524288,0.001334,0.006041
3.14373779296875000000,16,1048576,0.002145,0.011953
